"sistema_u_otro","grupo","categoria","subcategoria","total","tasa_mortalidad"
"Ciertas enfermedades infecciosas y parasitarias","Infecciones con modo de transmisión predominantemente sexual","Sífilis tardía","SÍFILIS CARDIOVASCULAR",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","infecciones del sistema nervioso central","Encefalitis viral, no especificada","ENCEFALITIS VIRAL NO ESPECIFICADA",9,0.0457355116378329
"Ciertas enfermedades infecciosas y parasitarias","infecciones del sistema nervioso central","Infecciones del sistema nervioso central por virus atípico","ENFERMEDAD DE CREUTZFELDT-JAKOB",91,0.462436839893644
"Ciertas enfermedades infecciosas y parasitarias","infecciones del sistema nervioso central","Infecciones del sistema nervioso central por virus atípico","INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS LENTO SIN OTRA ESPECIFICACIÓN",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","infecciones del sistema nervioso central","Infecciones del sistema nervioso central por virus atípico","LEUCOENCEFALOPATIA MULTIFOCAL PROGRESIVA",2,0.0101634470306295
"Ciertas enfermedades infecciosas y parasitarias","infecciones del sistema nervioso central","Meningitis viral","MENINGITIS VIRAL SIN OTRA ESPECIFICACIÓN",2,0.0101634470306295
"Ciertas enfermedades infecciosas y parasitarias","Infecciones virales caracterizadas por lesiones de la piel y de las membranas mucosas","Herpes zoster","HERPES ZOSTER DISEMINADO",2,0.0101634470306295
"Ciertas enfermedades infecciosas y parasitarias","Infecciones virales caracterizadas por lesiones de la piel y de las membranas mucosas","Herpes zoster","HERPES ZOSTER SIN COMPLICACIONES",5,0.0254086175765738
"Ciertas enfermedades infecciosas y parasitarias","Infecciones virales caracterizadas por lesiones de la piel y de las membranas mucosas","Herpes zoster","MENINGITIS DEBIDA A HERPES ZOSTER",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Infecciones virales caracterizadas por lesiones de la piel y de las membranas mucosas","Infecciones herpética [herpes simple]","ENCEFALITIS HERPÉTICA",7,0.0355720646072034
"Ciertas enfermedades infecciosas y parasitarias","Infecciones virales caracterizadas por lesiones de la piel y de las membranas mucosas","Infecciones herpética [herpes simple]","INFECCIÓN DEBIDA AL VIRUS DEL HERPES NO ESPECIFICADA",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Infecciones virales caracterizadas por lesiones de la piel y de las membranas mucosas","Infecciones herpética [herpes simple]","MENINGITIS HERPÉTICA",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Infecciones virales caracterizadas por lesiones de la piel y de las membranas mucosas","Varicela","VARICELA SIN COMPLICACIONES",2,0.0101634470306295
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Aspergilosis","ASPERGILOSIS PULMÓNAR INVASIVA",2,0.0101634470306295
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Aspergilosis","OTRAS ASPERGILOSIS PULMÓNARES",10,0.0508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Candidiasis","CANDIDIASIS DE LA PIEL Y DE LAS UÑAS",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Candidiasis","CANDIDIASIS DE OTROS SITIOS",5,0.0254086175765738
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Candidiasis","CANDIDIASIS NO ESPECIFICADA",13,0.0660624056990919
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Candidiasis","CANDIDIASIS PULMÓNAR",3,0.0152451705459443
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Candidiasis","ESTOMATITIS CANDIDIASICA",2,0.0101634470306295
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Candidiasis","MENINGITIS DEBIDA A CÁNDIDA",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Cigomicosis","MUCORMICOSIS PULMÓNAR",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Cigomicosis","MUCORMICOSIS RINOCEREBRAL",3,0.0152451705459443
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Cigomicosis","MUCORMICOSIS SIN OTRA ESPECIFICACIÓN",6,0.0304903410918886
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Criptococosis","CRIPTOCOCOSIS CEREBRAL",3,0.0152451705459443
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Dermatofitosis","TIÑA DE LAS UÑAS",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Histoplasmosis","INFECCIÓN DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Micosis, no especificada","MICOSIS  NO ESPECIFICADA",4,0.0203268940612591
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Enfermedad meningocócica","MENINGOCOCEMIA NO ESPECIFICADA",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Erisipela","ERISIPELA",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Infección bacteriana de sitio no especificado","INFECCIÓN BACTERIANA NO ESPECIFICADA",91,0.462436839893644
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Infección bacteriana de sitio no especificado","INFECCIÓN ESTAFILOCÓCICA SIN OTRA ESPECIFICACIÓN",8,0.0406537881225181
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Infección bacteriana de sitio no especificado","INFECCIÓN ESTREPTOCÓCICA Y ENTEROCÓCICA DE SITIO NO ESPECIFICADO",2,0.0101634470306295
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Infección bacteriana de sitio no especificado","INFECCIÓN POR HAEMOPHILUS INFLUENZAE SIN OTRA ESPECIFICACIÓN",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Infección bacteriana de sitio no especificado","OTRAS INFECCIONES BACTERIANAS DE SITIO NO ESPECIFICADO",75,0.381129263648607
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Infecciones debidas a otras micobacterias","INFECCIÓN POR MICOBACTERIA NO ESPECIFICADA",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Listeriosis","LISTERIOSIS NO ESPECIFICADA",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Listeriosis","MENINGITIS Y MENINGOENCEFALITIS LISTERIANA",7,0.0355720646072034
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Listeriosis","SEPTICEMIA LISTERIANA",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Otras enfermedades bacterianas, no clasificadas en otra parte","ENFERMEDAD DE LOS LEGIONARIOS",3,0.0152451705459443
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Otras enfermedades bacterianas, no clasificadas en otra parte","GANGRENA GASEOSA",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Otras septicemias","OTRAS SEPTICEMIAS ESPECIFICADAS",7,0.0355720646072034
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Otras septicemias","SEPTICEMIA DEBIDA A ANAEROBIOS",5,0.0254086175765738
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Otras septicemias","SEPTICEMIA DEBIDA A ESTAFILOCOCO NO ESPECIFICADO",4,0.0203268940612591
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Otras septicemias","SEPTICEMIA DEBIDA A OTROS ORGANISMOS GRAM-NEGATIVOS",15,0.0762258527297215
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Otras septicemias","SEPTICEMIA DEBIDA A STAPHYLOCOCCUS AUREUS",18,0.0914710232756658
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Otras septicemias","SEPTICEMIA NO ESPECIFICADA",835,4.24323913528783
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades infecciosas","Otras enfermedades infecciosas y las no especificadas","OTRAS ENFERMEDADES INFECCIOSAS Y LAS NO ESPECIFICADAS",25,0.127043087882869
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades virales","Enfermedad debida a virus citomegálico","ENFERMEDAD POR VIRUS CITOMEGALICO NO ESPECIFICADA",2,0.0101634470306295
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades virales","Enfermedad debida a virus citomegálico","NEUMONITIS DEBIDA A VIRUS CITOMEGALICO",4,0.0203268940612591
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades virales","Enfermedad debida a virus citomegálico","OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades virales","Infección viral de sitio no especificado","INFECCIÓN VIRAL NO ESPECIFICADA",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades virales","Infección viral de sitio no especificado","OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO",3,0.0152451705459443
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades virales","Otras enfermedades virales, no clasificadas en otra parte","INFECCIONES DEBIDAS A RETROVIRUS NO CLASIFICADAS EN OTRA PARTE",16,0.0813075762450362
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades virales","Otras enfermedades virales, no clasificadas en otra parte","SÍNDROME (CARDIO)- PULMÓNAR POR HANTAVIRUS",9,0.0457355116378329
"Ciertas enfermedades infecciosas y parasitarias","Secuelas de enfermedades infecciosas y parasitarias","Secuelas de poliomielitis","SECUELAS DE POLIOMIELITIS",5,0.0254086175765738
"Ciertas enfermedades infecciosas y parasitarias","Secuelas de enfermedades infecciosas y parasitarias","Secuelas de tuberculosis","SECUELAS DE TUBERCULOSIS RESPIRATORIA Y DE TUBERCULOSIS NO ESPECIFICADA",56,0.284576516857627
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis de otros órganos","TUBERCULOSIS DE HUESOS Y ARTICULACIONES",3,0.0152451705459443
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis de otros órganos","TUBERCULOSIS DE LOS INTESTINOS DEL PERITONEO Y DE LOS GANGLIOS MESENTÉRICOS",2,0.0101634470306295
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis de otros órganos","TUBERCULOSIS DE OTROS ÓRGANOS ESPECIFICADOS",4,0.0203268940612591
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis del sistema nervioso","MENINGITIS TUBERCULOSA",12,0.0609806821837772
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis del sistema nervioso","OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO",1,0.00508172351531476
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis miliar","TUBERCULOSIS MILIAR SIN OTRA ESPECIFICACIÓN",27,0.137206534913499
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente","PLEURESÍA TUBERCULOSA SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",2,0.0101634470306295
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente","TUBERCULOSIS DE PULMÓN SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",138,0.701277845113437
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente","TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA S/MENCIÓN DE CONFIRMAC. BACTERIOLOG. O HISTOLÓGICA",42,0.21343238764322
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente","TUBERCULOSIS RESPIRATORIA PRIMARIA SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",1,0.00508172351531476
"Códigos para propósitos especiales","Asignación provisoria de nuevas afecciones de etiología incierta","Condición de salud posterior a COVID-19","Condición de salud posterior a COVID-19 no especificada",9,0.0457355116378329
"Códigos para propósitos especiales","Asignación provisoria de nuevas afecciones de etiología incierta","Uso emergente de U07","COVID-19 virus identificado",22347,113.561275396739
"Códigos para propósitos especiales","Asignación provisoria de nuevas afecciones de etiología incierta","Uso emergente de U07","COVID-19 virus no identificado",5629,28.6050216677068
"Embarazo, parto y puerperio","Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto","Desprendimiento prematuro de la placenta [Abruptio placentae]","DESPRENDIMIENTO PREMATURO DE LA PLACENTA SIN OTRA ESPECIFICACION",1,0.00508172351531476
"Embarazo, parto y puerperio","Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto","Otros trastornos del líquido amniótico y de las membranas","INFECCION DE LA BOLSA AMNIOTICA O DE LAS MEMBRANAS",1,0.00508172351531476
"Embarazo, parto y puerperio","Complicaciones del trabajo de parto y del parto","Hemorragia postparto","OTRAS HEMORRAGIAS POSTPARTO INMEDIATAS",1,0.00508172351531476
"Embarazo, parto y puerperio","Complicaciones principalmente relacionadas con el puerperio","Complicaciones del puerperio, no clasificadas en otra parte","DEHISCENCIA DE SUTURA DE CESAREA",1,0.00508172351531476
"Embarazo, parto y puerperio","Complicaciones principalmente relacionadas con el puerperio","Embolia obstétrica","EMBOLIA DE LIQUIDO AMNIOTICO",1,0.00508172351531476
"Embarazo, parto y puerperio","Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio","Hipertensión gestacional [inducida por el embarazo] con proteinuria significativa","PREECLAMPSIA SEVERA",1,0.00508172351531476
"Embarazo, parto y puerperio","Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio","Hipertensión gestacional [inducida por el embarazo] con proteinuria significativa","SÍNDROME HELLP",1,0.00508172351531476
"Embarazo, parto y puerperio","Embarazo terminado en aborto","Aborto no especificado","ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO COMPLICADO C/INFECC. GENITAL Y PELVIANA",1,0.00508172351531476
"Embarazo, parto y puerperio","Embarazo terminado en aborto","Aborto no especificado","ABORTO NO ESPECIFICADOM COMPLETO O NO ESPECIFICADO SIN COMPLICACION",1,0.00508172351531476
"Embarazo, parto y puerperio","Embarazo terminado en aborto","Embarazo ectópico","EMBARAZO ECTOPICO NO ESPECIFICADO",2,0.0101634470306295
"Embarazo, parto y puerperio","Embarazo terminado en aborto","Embarazo ectópico","EMBARAZO TUBARICO",2,0.0101634470306295
"Embarazo, parto y puerperio","Otras afecciones obstétricas no clasificadas en otra parte","Enfermedades maternas infecciosas y parasitarias clasificables en otra parte, pero que complican el embarazo, el parto y el puerperio","ENFERMEDAD POR EL VIRUS DE LA INMUNODEFICIENCIA HUMANA VIH QUE COMPLICA EL EMBARAZO EL PARTO Y EL PUERPERIO",1,0.00508172351531476
